; Sample Rate 8000
; Channels 2
        0.066875    0.40859136032   0.40859136032 
           0.067    0.11279999977   0.11279999977 
        0.067125   -0.19632890308  -0.19632890308 
         0.06725   -0.48224419542  -0.48224419542 
        0.067375   -0.71113950945  -0.71113950945 
          0.0675   -0.85595079698  -0.85595079698 
        0.067625   -0.89955596067  -0.89955596067 
         0.06775   -0.83679887187  -0.83679887187 
        0.067875   -0.67509988043  -0.67509988043 
           0.068   -0.43357832311  -0.43357832311 
        0.068125   -0.14079110883  -0.14079110883 
         0.06825    0.16864317888   0.16864317888 
        0.068375     0.4581373469    0.4581373469 
          0.0685    0.69346182654   0.69346182654 
        0.068625    0.84679271746   0.84679271746 
         0.06875    0.89999999804   0.89999999804 
        0.068875    0.84679266391   0.84679266391 
           0.069    0.69346187357   0.69346187357 
        0.069125    0.45813738601   0.45813738601 
         0.06925    0.16864328273   0.16864328273 
        0.069375   -0.14079114003  -0.14079114003 
          0.0695   -0.43357824115  -0.43357824115 
        0.069625   -0.67509991117  -0.67509991117 
         0.06975   -0.83679868327  -0.83679868327 
        0.069875   -0.89955593646  -0.89955593646 
            0.07   -0.85595078673  -0.85595078673 
        0.070125    -0.7111396133   -0.7111396133 
         0.07025   -0.48224392906  -0.48224392906 
        0.070375   -0.19632881414  -0.19632881414 
          0.0705    0.11279991828   0.11279991828 
        0.070625    0.40859136032   0.40859136032 
         0.07075    0.65607180353   0.65607180353 
        0.070875    0.82597926026   0.82597926026 
           0.071    0.89822397241   0.89822397241 
        0.071125    0.86426433036   0.86426433036 
         0.07125    0.72811525036   0.72811525036 
        0.071375    0.50587498862   0.50587498862 
          0.0715    0.22382082883   0.22382082883 
        0.071625  -0.084697379265 -0.084697379265 
         0.07175   -0.38320137933  -0.38320137933 
        0.071875   -0.63639620645  -0.63639620645 
           0.072   -0.81434431579  -0.81434431579 
        0.072125   -0.89600570919  -0.89600570919 
         0.07225   -0.87172488775  -0.87172488775 
        0.072375   -0.74437252991  -0.74437252991 
          0.0725   -0.52900664043  -0.52900664043 
        0.072625   -0.25109205861  -0.25109205861 
         0.07275   0.056511408184  0.056511408184 
        0.072875    0.35743313422   0.35743313422 
           0.073    0.61609243834   0.61609243834 
        0.073125    0.80190579593   0.80190579593 
         0.07325    0.89290328231   0.89290328231 
        0.073375    0.87832508702   0.87832508702 
          0.0735    0.75989506487   0.75989506487 
        0.073625    0.55161634088   0.55161634088 
         0.07375    0.27811541175   0.27811541175 
        0.073875  -0.028269614559 -0.028269614559 
           0.074   -0.33131220378  -0.33131220378 
        0.074125   -0.59518061252  -0.59518061252 
         0.07425   -0.78867599834  -0.78867599834 
        0.074375   -0.88891942194  -0.88891942194 
          0.0745   -0.88405852066  -0.88405852066 
        0.074625    -0.7746677557   -0.7746677557 
         0.07475   -0.57368172472  -0.57368172472 
        0.074875   -0.30486427248  -0.30486427248 
           0.075  1.2014061213e-07 1.2014061213e-07 
        0.075125     0.3048641053    0.3048641053 
         0.07525    0.57368153101   0.57368153101 
        0.075375      0.774667833     0.774667833 
          0.0755    0.88405859191   0.88405859191 
        0.075625     0.8889194103    0.8889194103 
         0.07575    0.78867607377   0.78867607377 
        0.075875    0.59518059576   0.59518059576 
           0.076    0.33131201612   0.33131201612 
        0.076125    0.02826964017   0.02826964017 
         0.07625    -0.2781151887   -0.2781151887 
        0.076375   -0.55161638279  -0.55161638279 
          0.0765   -0.75989523577  -0.75989523577 
        0.076625   -0.87832501205  -0.87832501205 
         0.07675   -0.89290322317  -0.89290322317 
        0.076875   -0.80190590816  -0.80190590816 
           0.077   -0.61609237595  -0.61609237595 
        0.077125   -0.35743300989  -0.35743300989 
         0.07725  -0.056511553004 -0.056511553004 
        0.077375    0.25109197199   0.25109197199 
          0.0775    0.52900680248   0.52900680248 
        0.077625    0.74437252944   0.74437252944 
         0.07775    0.87172476761   0.87172476761 
        0.077875    0.89600581629   0.89600581629 
           0.078    0.81434436655   0.81434436655 
        0.078125    0.63639601879   0.63639601879 
         0.07825    0.38320138911   0.38320138911 
        0.078375   0.084697579965  0.084697579965 
          0.0785   -0.22382087074  -0.22382087074 
        0.078625   -0.50587512087  -0.50587512087 
         0.07875   -0.72811520007  -0.72811520007 
        0.078875   -0.86426432664  -0.86426432664 
           0.079   -0.89822403062  -0.89822403062 
        0.079125   -0.82597912662  -0.82597912662 
         0.07925   -0.65607171971  -0.65607171971 
        0.079375    -0.4085915843   -0.4085915843 
